itemset	entry	name
527	22469	Earthshatter Handguards
527	22470	Earthshatter Girdle
527	22471	Earthshatter Wristguards
527	23065	Ring of the Earthshatterer
528	22424	Redemption Wristguards
528	22425	Redemption Tunic
528	22426	Redemption Handguards
528	22427	Redemption Legguards
528	22428	Redemption Headpiece
528	22429	Redemption Spaulders
528	22430	Redemption Boots
528	22431	Redemption Girdle
528	23066	Ring of Redemption
529	22504	Plagueheart Robe
529	22505	Plagueheart Leggings
529	22506	Plagueheart Circlet
529	22507	Plagueheart Shoulderpads
529	22508	Plagueheart Sandals
529	22509	Plagueheart Gloves
529	22510	Plagueheart Belt
529	22511	Plagueheart Bindings
529	23063	Plagueheart Ring
530	22436	Cryptstalker Tunic
530	22437	Cryptstalker Legguards
530	22438	Cryptstalker Headpiece
530	22439	Cryptstalker Spaulders
530	22440	Cryptstalker Boots
530	22441	Cryptstalker Handguards
530	22442	Cryptstalker Girdle
530	22443	Cryptstalker Wristguards
530	23067	Ring of the Cryptstalker
533	23078	Gauntlets of Undead Slaying
533	23087	Breastplate of Undead Slaying
533	23090	Bracers of Undead Slaying
534	23081	Handwraps of Undead Slaying
534	23089	Tunic of Undead Slaying
534	23093	Wristwraps of Undead Slaying
535	23082	Handguards of Undead Slaying
535	23088	Chestguard of Undead Slaying
535	23092	Wristguards of Undead Slaying
536	23084	Gloves of Undead Cleansing
536	23085	Robe of Undead Cleansing
536	23091	Bracers of Undead Cleansing
537	22858	Blood Guard's Plate Greaves
537	22868	Blood Guard's Plate Gauntlets
537	22872	Legionnaire's Plate Hauberk
537	22873	Legionnaire's Plate Leggings
537	23243	Champion's Plate Shoulders
537	23244	Champion's Plate Helm
538	22857	Blood Guard's Mail Greaves
538	22867	Blood Guard's Mail Vices
538	22876	Legionnaire's Mail Hauberk
538	22887	Legionnaire's Mail Legguards
538	23259	Champion's Mail Headguard
538	23260	Champion's Mail Pauldrons
539	22852	Blood Guard's Dragonhide Treads
539	22863	Blood Guard's Dragonhide Grips
539	22877	Legionnaire's Dragonhide Chestpiece
539	22878	Legionnaire's Dragonhide Leggings
539	23253	Champion's Dragonhide Headguard
539	23254	Champion's Dragonhide Shoulders
540	22859	Blood Guard's Satin Walkers
540	22869	Blood Guard's Satin Handwraps
540	22882	Legionnaire's Satin Legguards
540	22885	Legionnaire's Satin Tunic
540	23261	Champion's Satin Hood
540	23262	Champion's Satin Mantle
541	22855	Blood Guard's Dreadweave Walkers
541	22865	Blood Guard's Dreadweave Handwraps
541	22881	Legionnaire's Dreadweave Legguards
541	22884	Legionnaire's Dreadweave Tunic
541	23255	Champion's Dreadweave Cowl
541	23256	Champion's Dreadweave Spaulders
542	22860	Blood Guard's Silk Walkers
542	22870	Blood Guard's Silk Handwraps
542	22883	Legionnaire's Silk Legguards
542	22886	Legionnaire's Silk Tunic
542	23263	Champion's Silk Cowl
542	23264	Champion's Silk Mantle
543	22843	Blood Guard's Chain Greaves
543	22862	Blood Guard's Chain Vices
543	22874	Legionnaire's Chain Hauberk
543	22875	Legionnaire's Chain Legguards
543	23251	Champion's Chain Helm
543	23252	Champion's Chain Shoulders
544	23272	Knight-Captain's Lamellar Breastplate
544	23273	Knight-Captain's Lamellar Leggings
544	23274	Knight-Lieutenant's Lamellar Gauntlets
544	23275	Knight-Lieutenant's Lamellar Sabatons
544	23276	Lieutenant Commander's Lamellar Headguard
544	23277	Lieutenant Commander's Lamellar Shoulders
545	23286	Knight-Lieutenant's Plate Gauntlets
545	23287	Knight-Lieutenant's Plate Greaves
545	23300	Knight-Captain's Plate Hauberk
545	23301	Knight-Captain's Plate Leggings
545	23314	Lieutenant Commander's Plate Helmet
545	23315	Lieutenant Commander's Plate Shoulders
546	23290	Knight-Lieutenant's Silk Handwraps
546	23291	Knight-Lieutenant's Silk Walkers
546	23304	Knight-Captain's Silk Legguards
546	23305	Knight-Captain's Silk Tunic
546	23318	Lieutenant Commander's Silk Cowl
546	23319	Lieutenant Commander's Silk Mantle
547	23282	Knight-Lieutenant's Dreadweave Handwraps
547	23283	Knight-Lieutenant's Dreadweave Walkers
547	23296	Knight-Captain's Dreadweave Legguards
547	23297	Knight-Captain's Dreadweave Tunic
547	23310	Lieutenant Commander's Dreadweave Cowl
547	23311	Lieutenant Commander's Dreadweave Spaulders
548	23284	Knight-Lieutenant's Leather Grips
548	23285	Knight-Lieutenant's Leather Walkers
548	23298	Knight-Captain's Leather Chestpiece
548	23299	Knight-Captain's Leather Legguards
548	23312	Lieutenant Commander's Leather Helm
548	23313	Lieutenant Commander's Leather Shoulders
549	23288	Knight-Lieutenant's Satin Handwraps
549	23289	Knight-Lieutenant's Satin Walkers
549	23302	Knight-Captain's Satin Legguards
549	23303	Knight-Captain's Satin Tunic
549	23316	Lieutenant Commander's Satin Hood
549	23317	Lieutenant Commander's Satin Mantle
550	23278	Knight-Lieutenant's Chain Greaves
550	23279	Knight-Lieutenant's Chain Vices
550	23292	Knight-Captain's Chain Hauberk
550	23293	Knight-Captain's Chain Legguards
550	23306	Lieutenant Commander's Chain Helm
550	23307	Lieutenant Commander's Chain Shoulders
551	23280	Knight-Lieutenant's Dragonhide Grips
551	23281	Knight-Lieutenant's Dragonhide Treads
551	23294	Knight-Captain's Dragonhide Chestpiece
551	23295	Knight-Captain's Dragonhide Leggings
551	23308	Lieutenant Commander's Dragonhide Headguard
551	23309	Lieutenant Commander's Dragonhide Shoulders
552	21846	Spellfire Belt
552	21847	Spellfire Gloves
552	21848	Spellfire Robe
553	21869	Frozen Shadoweave Shoulders
553	21870	Frozen Shadoweave Boots
553	21871	Frozen Shadoweave Robe
554	21873	Primal Mooncloth Belt
554	21874	Primal Mooncloth Shoulders
554	21875	Primal Mooncloth Robe
555	21849	Netherweave Bracers
555	21850	Netherweave Belt
555	21851	Netherweave Gloves
555	21852	Netherweave Pants
555	21853	Netherweave Boots
555	21854	Netherweave Robe
555	21855	Netherweave Tunic
556	21859	Imbued Netherweave Pants
556	21860	Imbued Netherweave Boots
556	21861	Imbued Netherweave Robe
556	21862	Imbued Netherweave Tunic
557	21863	Soulcloth Gloves
557	21864	Soulcloth Shoulders
557	21865	Soulcloth Vest
558	21866	Arcanoweave Bracers
558	21867	Arcanoweave Boots
558	21868	Arcanoweave Robe
559	24262	Spellstrike Pants
559	24266	Spellstrike Hood
560	23482	Fel Iron Plate Gloves
560	23484	Fel Iron Plate Belt
560	23487	Fel Iron Plate Boots
560	23488	Fel Iron Plate Pants
560	23489	Fel Iron Breastplate
561	23490	Fel Iron Chain Tunic
561	23491	Fel Iron Chain Gloves
561	23493	Fel Iron Chain Coif
561	23494	Fel Iron Chain Bracers
562	23506	Adamantite Plate Bracers
562	23507	Adamantite Breastplate
562	23508	Adamantite Plate Gloves
563	23509	Enchanted Adamantite Breastplate
563	23510	Enchanted Adamantite Belt
563	23511	Enchanted Adamantite Boots
563	23512	Enchanted Adamantite Leggings
564	23513	Flamebane Breastplate
564	23514	Flamebane Gloves
564	23515	Flamebane Bracers
564	23516	Flamebane Helm
565	23523	Khorium Pants
565	23524	Khorium Belt
565	23525	Khorium Boots
566	23520	Ragesteel Gloves
566	23521	Ragesteel Helm
566	23522	Ragesteel Breastplate
566	33173	Ragesteel Shoulders
567	24544	Gladiator's Plate Chestpiece
567	24545	Gladiator's Plate Helm
567	24546	Gladiator's Plate Shoulders
567	24547	Gladiator's Plate Legguards
567	24549	Gladiator's Plate Gauntlets
567	30486	Merciless Gladiator's Plate Chestpiece
567	30487	Merciless Gladiator's Plate Gauntlets
567	30488	Merciless Gladiator's Plate Helm
567	30489	Merciless Gladiator's Plate Legguards
567	30490	Merciless Gladiator's Plate Shoulders
567	33728	Vengeful Gladiator's Plate Chestpiece
567	33729	Vengeful Gladiator's Plate Gauntlets
567	33730	Vengeful Gladiator's Plate Helm
567	33731	Vengeful Gladiator's Plate Legguards
567	33732	Vengeful Gladiator's Plate Shoulders
567	35066	Brutal Gladiator's Plate Chestpiece
567	35067	Brutal Gladiator's Plate Gauntlets
567	35068	Brutal Gladiator's Plate Helm
567	35069	Brutal Gladiator's Plate Legguards
567	35070	Brutal Gladiator's Plate Shoulders
567	42625	Merciless Gladiator's Plate Chestpiece
567	42626	Merciless Gladiator's Plate Gauntlets
567	42627	Merciless Gladiator's Plate Helm
567	42628	Merciless Gladiator's Plate Legguards
567	42629	Merciless Gladiator's Plate Shoulders
568	24552	Gladiator's Dreadweave Robe
568	24553	Gladiator's Dreadweave Hood
568	24554	Gladiator's Dreadweave Mantle
568	24555	Gladiator's Dreadweave Leggings
568	24556	Gladiator's Dreadweave Gloves
568	31973	Merciless Gladiator's Dreadweave Gloves
568	31974	Merciless Gladiator's Dreadweave Hood
568	31975	Merciless Gladiator's Dreadweave Leggings
568	31976	Merciless Gladiator's Dreadweave Mantle
568	31977	Merciless Gladiator's Dreadweave Robe
568	33676	Vengeful Gladiator's Dreadweave Gloves
568	33677	Vengeful Gladiator's Dreadweave Hood
568	33678	Vengeful Gladiator's Dreadweave Leggings
568	33679	Vengeful Gladiator's Dreadweave Mantle
568	33680	Vengeful Gladiator's Dreadweave Robe
568	35003	Brutal Gladiator's Dreadweave Gloves
568	35004	Brutal Gladiator's Dreadweave Hood
568	35005	Brutal Gladiator's Dreadweave Leggings
568	35006	Brutal Gladiator's Dreadweave Mantle
568	35007	Brutal Gladiator's Dreadweave Robe
569	23517	Felsteel Gloves
569	23518	Felsteel Leggings
569	23519	Felsteel Helm
570	24249	Unyielding Bracers
570	24255	Unyielding Girdle
571	24261	Whitemend Pants
571	24264	Whitemend Hood
572	24263	Battlecast Pants
572	24267	Battlecast Hood
573	25685	Fel Leather Gloves
573	25686	Fel Leather Boots
573	25687	Fel Leather Leggings
574	25689	Heavy Clefthoof Vest
574	25690	Heavy Clefthoof Leggings
574	25691	Heavy Clefthoof Boots
575	25695	Felstalker Belt
575	25696	Felstalker Breastplate
575	25697	Felstalker Bracers
576	25692	Netherfury Leggings
576	25693	Netherfury Boots
576	25694	Netherfury Belt
577	25830	Gladiator's Leather Helm
577	25831	Gladiator's Leather Tunic
577	25832	Gladiator's Leather Spaulders
577	25833	Gladiator's Leather Legguards
577	25834	Gladiator's Leather Gloves
577	31998	Merciless Gladiator's Leather Gloves
577	31999	Merciless Gladiator's Leather Helm
577	32000	Merciless Gladiator's Leather Legguards
577	32001	Merciless Gladiator's Leather Spaulders
577	32002	Merciless Gladiator's Leather Tunic
577	33700	Vengeful Gladiator's Leather Gloves
577	33701	Vengeful Gladiator's Leather Helm
577	33702	Vengeful Gladiator's Leather Legguards
577	33703	Vengeful Gladiator's Leather Spaulders
577	33704	Vengeful Gladiator's Leather Tunic
577	35032	Brutal Gladiator's Leather Gloves
577	35033	Brutal Gladiator's Leather Helm
577	35034	Brutal Gladiator's Leather Legguards
577	35035	Brutal Gladiator's Leather Spaulders
577	35036	Brutal Gladiator's Leather Tunic
577	42690	Merciless Gladiator's Leather Gloves
577	42691	Merciless Gladiator's Leather Helm
577	42692	Merciless Gladiator's Leather Legguards
577	42693	Merciless Gladiator's Leather Spaulders
577	42694	Merciless Gladiator's Leather Tunic
577	42695	Merciless Gladiator's Leather Gloves
577	42696	Merciless Gladiator's Leather Helm
577	42697	Merciless Gladiator's Leather Legguards
577	42698	Merciless Gladiator's Leather Spaulders
577	42699	Merciless Gladiator's Leather Tunic
578	25997	Gladiator's Linked Armor
578	25998	Gladiator's Linked Helm
578	25999	Gladiator's Linked Spaulders
578	26000	Gladiator's Linked Gauntlets
578	26001	Gladiator's Linked Leggings
578	32004	Merciless Gladiator's Linked Armor
578	32005	Merciless Gladiator's Linked Gauntlets
578	32006	Merciless Gladiator's Linked Helm
578	32007	Merciless Gladiator's Linked Leggings
578	32008	Merciless Gladiator's Linked Spaulders
578	33706	Vengeful Gladiator's Linked Armor
578	33707	Vengeful Gladiator's Linked Gauntlets
578	33708	Vengeful Gladiator's Linked Helm
578	33709	Vengeful Gladiator's Linked Leggings
578	33710	Vengeful Gladiator's Linked Spaulders
578	35042	Brutal Gladiator's Linked Armor
578	35043	Brutal Gladiator's Linked Gauntlets
578	35044	Brutal Gladiator's Linked Helm
578	35045	Brutal Gladiator's Linked Leggings
578	35046	Brutal Gladiator's Linked Spaulders
578	42669	Gladiator's Linked Armor
578	42670	Gladiator's Linked Gauntlets
578	42671	Gladiator's Linked Helm
578	42672	Gladiator's Linked Leggings
578	42673	Gladiator's Linked Spaulders
579	25854	Gladiator's Silk Amice
579	25855	Gladiator's Silk Cowl
579	25856	Gladiator's Silk Raiment
579	25857	Gladiator's Silk Handguards
579	25858	Gladiator's Silk Trousers
579	32047	Merciless Gladiator's Silk Amice
579	32048	Merciless Gladiator's Silk Cowl
579	32049	Merciless Gladiator's Silk Handguards
579	32050	Merciless Gladiator's Silk Raiment
579	32051	Merciless Gladiator's Silk Trousers
579	33757	Vengeful Gladiator's Silk Amice
579	33758	Vengeful Gladiator's Silk Cowl
579	33759	Vengeful Gladiator's Silk Handguards
579	33760	Vengeful Gladiator's Silk Raiment
579	33761	Vengeful Gladiator's Silk Trousers
579	35096	Brutal Gladiator's Silk Amice
579	35097	Brutal Gladiator's Silk Cowl
579	35098	Brutal Gladiator's Silk Handguards
579	35099	Brutal Gladiator's Silk Raiment
579	35100	Brutal Gladiator's Silk Trousers
579	42713	Gladiator's Silk Amice
579	42714	Gladiator's Silk Cowl
579	42715	Gladiator's Silk Handguards
579	42716	Gladiator's Silk Raiment
579	42717	Gladiator's Silk Trousers
580	27469	Gladiator's Mail Armor
580	27470	Gladiator's Mail Gauntlets
580	27471	Gladiator's Mail Helm
580	27472	Gladiator's Mail Leggings
580	27473	Gladiator's Mail Spaulders
580	32009	Merciless Gladiator's Mail Armor
580	32010	Merciless Gladiator's Mail Gauntlets
580	32011	Merciless Gladiator's Mail Helm
580	32012	Merciless Gladiator's Mail Leggings
580	32013	Merciless Gladiator's Mail Spaulders
580	33711	Vengeful Gladiator's Mail Armor
580	33712	Vengeful Gladiator's Mail Gauntlets
580	33713	Vengeful Gladiator's Mail Helm
580	33714	Vengeful Gladiator's Mail Leggings
580	33715	Vengeful Gladiator's Mail Spaulders
580	35048	Brutal Gladiator's Mail Armor
580	35049	Brutal Gladiator's Mail Gauntlets
580	35050	Brutal Gladiator's Mail Helm
580	35051	Brutal Gladiator's Mail Leggings
580	35052	Brutal Gladiator's Mail Spaulders
580	42659	Merciless Gladiator's Mail Armor
580	42660	Merciless Gladiator's Mail Gauntlets
580	42661	Merciless Gladiator's Mail Helm
580	42662	Merciless Gladiator's Mail Leggings
580	42663	Merciless Gladiator's Mail Spaulders
581	27707	Gladiator's Satin Gloves
581	27708	Gladiator's Satin Hood
581	27709	Gladiator's Satin Leggings
581	27710	Gladiator's Satin Mantle
581	27711	Gladiator's Satin Robe
581	32034	Merciless Gladiator's Satin Gloves
581	32035	Merciless Gladiator's Satin Hood
581	32036	Merciless Gladiator's Satin Leggings
581	32037	Merciless Gladiator's Satin Mantle
581	32038	Merciless Gladiator's Satin Robe
581	33744	Vengeful Gladiator's Satin Gloves
581	33745	Vengeful Gladiator's Satin Hood
581	33746	Vengeful Gladiator's Satin Leggings
581	33747	Vengeful Gladiator's Satin Mantle
581	33748	Vengeful Gladiator's Satin Robe
581	35083	Brutal Gladiator's Satin Gloves
581	35084	Brutal Gladiator's Satin Hood
581	35085	Brutal Gladiator's Satin Leggings
581	35086	Brutal Gladiator's Satin Mantle
581	35087	Brutal Gladiator's Satin Robe
581	42708	Gladiator's Satin Gloves
581	42709	Gladiator's Satin Hood
581	42710	Gladiator's Satin Leggings
581	42711	Gladiator's Satin Mantle
581	42712	Gladiator's Satin Robe
582	27702	Gladiator's Lamellar Chestpiece
582	27703	Gladiator's Lamellar Gauntlets
582	27704	Gladiator's Lamellar Helm
582	27705	Gladiator's Lamellar Legguards
582	27706	Gladiator's Lamellar Shoulders
582	31992	Merciless Gladiator's Lamellar Chestpiece
582	31993	Merciless Gladiator's Lamellar Gauntlets
582	31995	Merciless Gladiator's Lamellar Legguards
582	31996	Merciless Gladiator's Lamellar Shoulders
582	31997	Merciless Gladiator's Lamellar Helm
582	33695	Vengeful Gladiator's Lamellar Chestpiece
582	33696	Vengeful Gladiator's Lamellar Gauntlets
582	33697	Vengeful Gladiator's Lamellar Helm
582	33698	Vengeful Gladiator's Lamellar Legguards
582	33699	Vengeful Gladiator's Lamellar Shoulders
582	35027	Brutal Gladiator's Lamellar Chestpiece
582	35028	Brutal Gladiator's Lamellar Gauntlets
582	35029	Brutal Gladiator's Lamellar Helm
582	35030	Brutal Gladiator's Lamellar Legguards
582	35031	Brutal Gladiator's Lamellar Shoulders
583	27879	Gladiator's Scaled Chestpiece
583	27880	Gladiator's Scaled Gauntlets
583	27881	Gladiator's Scaled Helm
583	27882	Gladiator's Scaled Legguards
583	27883	Gladiator's Scaled Shoulders
583	32039	Merciless Gladiator's Scaled Chestpiece
583	32040	Merciless Gladiator's Scaled Gauntlets
583	32041	Merciless Gladiator's Scaled Helm
583	32042	Merciless Gladiator's Scaled Legguards
583	32043	Merciless Gladiator's Scaled Shoulders
583	33749	Vengeful Gladiator's Scaled Chestpiece
583	33750	Vengeful Gladiator's Scaled Gauntlets
583	33751	Vengeful Gladiator's Scaled Helm
583	33752	Vengeful Gladiator's Scaled Legguards
583	33753	Vengeful Gladiator's Scaled Shoulders
583	35088	Brutal Gladiator's Scaled Chestpiece
583	35089	Brutal Gladiator's Scaled Gauntlets
583	35090	Brutal Gladiator's Scaled Helm
583	35091	Brutal Gladiator's Scaled Legguards
583	35092	Brutal Gladiator's Scaled Shoulders
583	42630	Gladiator's Scaled Chestpiece
583	42631	Gladiator's Scaled Gauntlets
583	42632	Gladiator's Scaled Helm
583	42633	Gladiator's Scaled Legguards
583	42634	Gladiator's Scaled Shoulders
584	28126	Gladiator's Dragonhide Gloves
584	28127	Gladiator's Dragonhide Helm
584	28128	Gladiator's Dragonhide Legguards
584	28129	Gladiator's Dragonhide Spaulders
584	28130	Gladiator's Dragonhide Tunic
584	31967	Merciless Gladiator's Dragonhide Gloves
584	31968	Merciless Gladiator's Dragonhide Helm
584	31969	Merciless Gladiator's Dragonhide Legguards
584	31971	Merciless Gladiator's Dragonhide Spaulders
584	31972	Merciless Gladiator's Dragonhide Tunic
584	33671	Vengeful Gladiator's Dragonhide Gloves
584	33672	Vengeful Gladiator's Dragonhide Helm
584	33673	Vengeful Gladiator's Dragonhide Legguards
584	33674	Vengeful Gladiator's Dragonhide Spaulders
584	33675	Vengeful Gladiator's Dragonhide Tunic
584	34998	Brutal Gladiator's Dragonhide Gloves
584	34999	Brutal Gladiator's Dragonhide Helm
584	35000	Brutal Gladiator's Dragonhide Legguards
584	35001	Brutal Gladiator's Dragonhide Spaulders
584	35002	Brutal Gladiator's Dragonhide Tunic
585	28136	Gladiator's Wyrmhide Gloves
585	28137	Gladiator's Wyrmhide Helm
585	28138	Gladiator's Wyrmhide Legguards
585	28139	Gladiator's Wyrmhide Spaulders
585	28140	Gladiator's Wyrmhide Tunic
585	32056	Merciless Gladiator's Wyrmhide Gloves
585	32057	Merciless Gladiator's Wyrmhide Helm
585	32058	Merciless Gladiator's Wyrmhide Legguards
585	32059	Merciless Gladiator's Wyrmhide Spaulders
585	32060	Merciless Gladiator's Wyrmhide Tunic
585	33767	Vengeful Gladiator's Wyrmhide Gloves
585	33768	Vengeful Gladiator's Wyrmhide Helm
585	33769	Vengeful Gladiator's Wyrmhide Legguards
585	33770	Vengeful Gladiator's Wyrmhide Spaulders
585	33771	Vengeful Gladiator's Wyrmhide Tunic
585	35111	Brutal Gladiator's Wyrmhide Gloves
585	35112	Brutal Gladiator's Wyrmhide Helm
585	35113	Brutal Gladiator's Wyrmhide Legguards
585	35114	Brutal Gladiator's Wyrmhide Spaulders
585	35115	Brutal Gladiator's Wyrmhide Tunic
585	42685	Gladiator's Wyrmhide Gloves
585	42686	Gladiator's Wyrmhide Helm
585	42687	Gladiator's Wyrmhide Legguards
585	42688	Gladiator's Wyrmhide Spaulders
585	42689	Gladiator's Wyrmhide Tunic
586	28331	Gladiator's Chain Helm
586	28332	Gladiator's Chain Leggings
586	28333	Gladiator's Chain Spaulders
586	28334	Gladiator's Chain Armor
586	28335	Gladiator's Chain Gauntlets
586	31960	Merciless Gladiator's Chain Armor
586	31961	Merciless Gladiator's Chain Gauntlets
586	31962	Merciless Gladiator's Chain Helm
586	31963	Merciless Gladiator's Chain Leggings
586	31964	Merciless Gladiator's Chain Spaulders
586	33664	Vengeful Gladiator's Chain Armor
586	33665	Vengeful Gladiator's Chain Gauntlets
586	33666	Vengeful Gladiator's Chain Helm
586	33667	Vengeful Gladiator's Chain Leggings
586	33668	Vengeful Gladiator's Chain Spaulders
586	34990	Brutal Gladiator's Chain Armor
586	34991	Brutal Gladiator's Chain Gauntlets
586	34992	Brutal Gladiator's Chain Helm
586	34993	Brutal Gladiator's Chain Leggings
586	34994	Brutal Gladiator's Chain Spaulders
586	42674	Gladiator's Chain Armor
586	42675	Gladiator's Chain Gauntlets
586	42676	Gladiator's Chain Helm
586	42677	Gladiator's Chain Leggings
586	42678	Gladiator's Chain Spaulders
587	28831	High Warlord's Lamellar Chestpiece
587	28832	High Warlord's Lamellar Gauntlets
587	28833	High Warlord's Lamellar Helm
587	28834	High Warlord's Lamellar Legguards
587	28835	High Warlord's Lamellar Shoulders
588	28851	High Warlord's Plate Chestpiece
588	28852	High Warlord's Plate Gauntlets
588	28853	High Warlord's Plate Helm
588	28854	High Warlord's Plate Legguards
588	28855	High Warlord's Plate Shoulders
589	28679	Grand Marshal's Lamellar Chestpiece
589	28680	Grand Marshal's Lamellar Gauntlets
589	28681	Grand Marshal's Lamellar Helm
589	28683	Grand Marshal's Lamellar Shoulders
589	28724	Grand Marshal's Lamellar Legguards
590	28699	Grand Marshal's Plate Chestpiece
590	28700	Grand Marshal's Plate Gauntlets
590	28701	Grand Marshal's Plate Helm
590	28702	Grand Marshal's Plate Legguards
590	28703	Grand Marshal's Plate Shoulders
591	28624	Grand Marshal's Dreadweave Gloves
591	28625	Grand Marshal's Dreadweave Hood
591	28626	Grand Marshal's Dreadweave Leggings
591	28627	Grand Marshal's Dreadweave Mantle
591	28628	Grand Marshal's Dreadweave Robe
592	28817	High Warlord's Dreadweave Gloves
592	28818	High Warlord's Dreadweave Hood
592	28819	High Warlord's Dreadweave Leggings
592	28820	High Warlord's Dreadweave Mantle
592	28821	High Warlord's Dreadweave Robe
593	28689	Grand Marshal's Linked Armor
593	28690	Grand Marshal's Linked Gauntlets
593	28691	Grand Marshal's Linked Helm
593	28692	Grand Marshal's Linked Leggings
593	28693	Grand Marshal's Linked Spaulders
594	28841	High Warlord's Linked Armor
594	28842	High Warlord's Linked Gauntlets
594	28843	High Warlord's Linked Helm
594	28844	High Warlord's Linked Leggings
594	28845	High Warlord's Linked Spaulders
595	28613	Grand Marshal's Chain Armor
595	28614	Grand Marshal's Chain Gauntlets
595	28615	Grand Marshal's Chain Helm
595	28616	Grand Marshal's Chain Leggings
595	28617	Grand Marshal's Chain Spaulders
596	28805	High Warlord's Chain Armor
596	28806	High Warlord's Chain Gauntlets
596	28807	High Warlord's Chain Helm
596	28808	High Warlord's Chain Leggings
596	28809	High Warlord's Chain Spaulders
597	28704	Grand Marshal's Satin Gloves
597	28705	Grand Marshal's Satin Hood
597	28706	Grand Marshal's Satin Leggings
597	28707	Grand Marshal's Satin Mantle
597	28708	Grand Marshal's Satin Robe
598	28856	High Warlord's Satin Gloves
598	28857	High Warlord's Satin Hood
598	28858	High Warlord's Satin Leggings
598	28859	High Warlord's Satin Mantle
598	28860	High Warlord's Satin Robe
599	28714	Grand Marshal's Silk Amice
599	28715	Grand Marshal's Silk Cowl
599	28716	Grand Marshal's Silk Handguards
599	28717	Grand Marshal's Silk Raiment
599	28718	Grand Marshal's Silk Trousers
600	28866	High Warlord's Silk Amice
600	28867	High Warlord's Silk Cowl
600	28868	High Warlord's Silk Handguards
600	28869	High Warlord's Silk Raiment
600	28870	High Warlord's Silk Trousers
601	28618	Grand Marshal's Dragonhide Gloves
601	28619	Grand Marshal's Dragonhide Helm
601	28620	Grand Marshal's Dragonhide Legguards
601	28622	Grand Marshal's Dragonhide Spaulders
601	28623	Grand Marshal's Dragonhide Tunic
602	28811	High Warlord's Dragonhide Gloves
602	28812	High Warlord's Dragonhide Helm
602	28813	High Warlord's Dragonhide Legguards
602	28814	High Warlord's Dragonhide Spaulders
602	28815	High Warlord's Dragonhide Tunic
603	28694	Grand Marshal's Mail Armor
603	28695	Grand Marshal's Mail Gauntlets
603	28696	Grand Marshal's Mail Helm
603	28697	Grand Marshal's Mail Leggings
603	28698	Grand Marshal's Mail Spaulders
604	28846	High Warlord's Mail Armor
604	28847	High Warlord's Mail Gauntlets
604	28848	High Warlord's Mail Helm
604	28849	High Warlord's Mail Leggings
604	28850	High Warlord's Mail Spaulders
605	28684	Grand Marshal's Leather Gloves
605	28685	Grand Marshal's Leather Helm
605	28686	Grand Marshal's Leather Legguards
605	28687	Grand Marshal's Leather Spaulders
605	28688	Grand Marshal's Leather Tunic
606	28836	High Warlord's Leather Gloves
606	28837	High Warlord's Leather Helm
606	28838	High Warlord's Leather Legguards
606	28839	High Warlord's Leather Spaulders
606	28840	High Warlord's Leather Tunic
607	28709	Grand Marshal's Scaled Chestpiece
607	28710	Grand Marshal's Scaled Gauntlets
607	28711	Grand Marshal's Scaled Helm
607	28712	Grand Marshal's Scaled Legguards
607	28713	Grand Marshal's Scaled Shoulders
608	28861	High Warlord's Scaled Chestpiece
608	28862	High Warlord's Scaled Gauntlets
608	28863	High Warlord's Scaled Helm
608	28864	High Warlord's Scaled Legguards
608	28865	High Warlord's Scaled Shoulders
609	28719	Grand Marshal's Wyrmhide Gloves
609	28720	Grand Marshal's Wyrmhide Helm
609	28721	Grand Marshal's Wyrmhide Legguards
609	28722	Grand Marshal's Wyrmhide Spaulders
609	28723	Grand Marshal's Wyrmhide Tunic
610	28871	High Warlord's Wyrmhide Gloves
610	28872	High Warlord's Wyrmhide Helm
610	28873	High Warlord's Wyrmhide Legguards
610	28874	High Warlord's Wyrmhide Spaulders
610	28875	High Warlord's Wyrmhide Tunic
611	25654	Felscale Gloves
611	25655	Felscale Boots
611	25656	Felscale Pants
611	25657	Felscale Breastplate
612	25659	Scaled Draenic Boots
612	25660	Scaled Draenic Vest
612	25661	Scaled Draenic Gloves
612	25662	Scaled Draenic Pants
613	25668	Thick Draenic Boots
613	25669	Thick Draenic Gloves
613	25670	Thick Draenic Pants
613	25671	Thick Draenic Vest
614	25673	Wild Draenish Boots
614	25674	Wild Draenish Gloves
614	25675	Wild Draenish Leggings
614	25676	Wild Draenish Vest
615	30186	Gladiator's Felweave Amice
615	30187	Gladiator's Felweave Cowl
615	30188	Gladiator's Felweave Handguards
615	30200	Gladiator's Felweave Raiment
615	30201	Gladiator's Felweave Trousers
615	31979	Merciless Gladiator's Felweave Amice
615	31980	Merciless Gladiator's Felweave Cowl
615	31981	Merciless Gladiator's Felweave Handguards
615	31982	Merciless Gladiator's Felweave Raiment
615	31983	Merciless Gladiator's Felweave Trousers
615	33682	Vengeful Gladiator's Felweave Amice
615	33683	Vengeful Gladiator's Felweave Cowl
615	33684	Vengeful Gladiator's Felweave Handguards
615	33685	Vengeful Gladiator's Felweave Raiment
615	33686	Vengeful Gladiator's Felweave Trousers
615	35009	Brutal Gladiator's Felweave Amice
615	35010	Brutal Gladiator's Felweave Cowl
615	35011	Brutal Gladiator's Felweave Handguards
615	35012	Brutal Gladiator's Felweave Raiment
615	35013	Brutal Gladiator's Felweave Trousers
615	42718	Gladiator's Felweave Amice
615	42719	Gladiator's Felweave Cowl
615	42720	Gladiator's Felweave Handguards
