itemset	entry	name	InventoryType
582	31993	Merciless Gladiator's Lamellar Gauntlets	10
582	33696	Vengeful Gladiator's Lamellar Gauntlets	10
582	35028	Brutal Gladiator's Lamellar Gauntlets	10
583	27881	Gladiator's Scaled Helm	1
583	32041	Merciless Gladiator's Scaled Helm	1
583	33751	Vengeful Gladiator's Scaled Helm	1
583	35090	Brutal Gladiator's Scaled Helm	1
583	42632	Gladiator's Scaled Helm	1
583	27883	Gladiator's Scaled Shoulders	3
583	32043	Merciless Gladiator's Scaled Shoulders	3
583	33753	Vengeful Gladiator's Scaled Shoulders	3
583	35092	Brutal Gladiator's Scaled Shoulders	3
583	42634	Gladiator's Scaled Shoulders	3
583	27879	Gladiator's Scaled Chestpiece	5
583	32039	Merciless Gladiator's Scaled Chestpiece	5
583	33749	Vengeful Gladiator's Scaled Chestpiece	5
583	35088	Brutal Gladiator's Scaled Chestpiece	5
583	42630	Gladiator's Scaled Chestpiece	5
583	27882	Gladiator's Scaled Legguards	7
583	32042	Merciless Gladiator's Scaled Legguards	7
583	33752	Vengeful Gladiator's Scaled Legguards	7
583	35091	Brutal Gladiator's Scaled Legguards	7
583	42633	Gladiator's Scaled Legguards	7
583	27880	Gladiator's Scaled Gauntlets	10
583	32040	Merciless Gladiator's Scaled Gauntlets	10
583	33750	Vengeful Gladiator's Scaled Gauntlets	10
583	35089	Brutal Gladiator's Scaled Gauntlets	10
583	42631	Gladiator's Scaled Gauntlets	10
584	28127	Gladiator's Dragonhide Helm	1
584	31968	Merciless Gladiator's Dragonhide Helm	1
584	33672	Vengeful Gladiator's Dragonhide Helm	1
584	34999	Brutal Gladiator's Dragonhide Helm	1
584	28129	Gladiator's Dragonhide Spaulders	3
584	31971	Merciless Gladiator's Dragonhide Spaulders	3
584	33674	Vengeful Gladiator's Dragonhide Spaulders	3
584	35001	Brutal Gladiator's Dragonhide Spaulders	3
584	28130	Gladiator's Dragonhide Tunic	5
584	31972	Merciless Gladiator's Dragonhide Tunic	5
584	33675	Vengeful Gladiator's Dragonhide Tunic	5
584	35002	Brutal Gladiator's Dragonhide Tunic	5
584	28128	Gladiator's Dragonhide Legguards	7
584	31969	Merciless Gladiator's Dragonhide Legguards	7
584	33673	Vengeful Gladiator's Dragonhide Legguards	7
584	35000	Brutal Gladiator's Dragonhide Legguards	7
584	28126	Gladiator's Dragonhide Gloves	10
584	31967	Merciless Gladiator's Dragonhide Gloves	10
584	33671	Vengeful Gladiator's Dragonhide Gloves	10
584	34998	Brutal Gladiator's Dragonhide Gloves	10
585	28137	Gladiator's Wyrmhide Helm	1
585	32057	Merciless Gladiator's Wyrmhide Helm	1
585	33768	Vengeful Gladiator's Wyrmhide Helm	1
585	35112	Brutal Gladiator's Wyrmhide Helm	1
585	42686	Gladiator's Wyrmhide Helm	1
585	28139	Gladiator's Wyrmhide Spaulders	3
585	32059	Merciless Gladiator's Wyrmhide Spaulders	3
585	33770	Vengeful Gladiator's Wyrmhide Spaulders	3
585	35114	Brutal Gladiator's Wyrmhide Spaulders	3
585	42688	Gladiator's Wyrmhide Spaulders	3
585	28140	Gladiator's Wyrmhide Tunic	5
585	32060	Merciless Gladiator's Wyrmhide Tunic	5
585	33771	Vengeful Gladiator's Wyrmhide Tunic	5
585	35115	Brutal Gladiator's Wyrmhide Tunic	5
585	42689	Gladiator's Wyrmhide Tunic	5
585	28138	Gladiator's Wyrmhide Legguards	7
585	32058	Merciless Gladiator's Wyrmhide Legguards	7
585	33769	Vengeful Gladiator's Wyrmhide Legguards	7
585	35113	Brutal Gladiator's Wyrmhide Legguards	7
585	42687	Gladiator's Wyrmhide Legguards	7
585	28136	Gladiator's Wyrmhide Gloves	10
585	32056	Merciless Gladiator's Wyrmhide Gloves	10
585	33767	Vengeful Gladiator's Wyrmhide Gloves	10
585	35111	Brutal Gladiator's Wyrmhide Gloves	10
585	42685	Gladiator's Wyrmhide Gloves	10
586	28331	Gladiator's Chain Helm	1
586	31962	Merciless Gladiator's Chain Helm	1
586	33666	Vengeful Gladiator's Chain Helm	1
586	34992	Brutal Gladiator's Chain Helm	1
586	42676	Gladiator's Chain Helm	1
586	28333	Gladiator's Chain Spaulders	3
586	31964	Merciless Gladiator's Chain Spaulders	3
586	33668	Vengeful Gladiator's Chain Spaulders	3
586	34994	Brutal Gladiator's Chain Spaulders	3
586	42678	Gladiator's Chain Spaulders	3
586	28334	Gladiator's Chain Armor	5
586	31960	Merciless Gladiator's Chain Armor	5
586	33664	Vengeful Gladiator's Chain Armor	5
586	34990	Brutal Gladiator's Chain Armor	5
586	42674	Gladiator's Chain Armor	5
586	28332	Gladiator's Chain Leggings	7
586	31963	Merciless Gladiator's Chain Leggings	7
586	33667	Vengeful Gladiator's Chain Leggings	7
586	34993	Brutal Gladiator's Chain Leggings	7
586	42677	Gladiator's Chain Leggings	7
586	28335	Gladiator's Chain Gauntlets	10
586	31961	Merciless Gladiator's Chain Gauntlets	10
586	33665	Vengeful Gladiator's Chain Gauntlets	10
586	34991	Brutal Gladiator's Chain Gauntlets	10
586	42675	Gladiator's Chain Gauntlets	10
587	28833	High Warlord's Lamellar Helm	1
587	28835	High Warlord's Lamellar Shoulders	3
587	28831	High Warlord's Lamellar Chestpiece	5
587	28834	High Warlord's Lamellar Legguards	7
587	28832	High Warlord's Lamellar Gauntlets	10
588	28853	High Warlord's Plate Helm	1
588	28855	High Warlord's Plate Shoulders	3
588	28851	High Warlord's Plate Chestpiece	5
588	28854	High Warlord's Plate Legguards	7
588	28852	High Warlord's Plate Gauntlets	10
589	28681	Grand Marshal's Lamellar Helm	1
589	28683	Grand Marshal's Lamellar Shoulders	3
589	28679	Grand Marshal's Lamellar Chestpiece	5
589	28724	Grand Marshal's Lamellar Legguards	7
589	28680	Grand Marshal's Lamellar Gauntlets	10
590	28701	Grand Marshal's Plate Helm	1
590	28703	Grand Marshal's Plate Shoulders	3
590	28699	Grand Marshal's Plate Chestpiece	5
590	28702	Grand Marshal's Plate Legguards	7
590	28700	Grand Marshal's Plate Gauntlets	10
591	28625	Grand Marshal's Dreadweave Hood	1
591	28627	Grand Marshal's Dreadweave Mantle	3
591	28626	Grand Marshal's Dreadweave Leggings	7
591	28624	Grand Marshal's Dreadweave Gloves	10
591	28628	Grand Marshal's Dreadweave Robe	20
592	28818	High Warlord's Dreadweave Hood	1
592	28820	High Warlord's Dreadweave Mantle	3
592	28819	High Warlord's Dreadweave Leggings	7
592	28817	High Warlord's Dreadweave Gloves	10
592	28821	High Warlord's Dreadweave Robe	20
593	28691	Grand Marshal's Linked Helm	1
593	28693	Grand Marshal's Linked Spaulders	3
593	28689	Grand Marshal's Linked Armor	5
593	28692	Grand Marshal's Linked Leggings	7
593	28690	Grand Marshal's Linked Gauntlets	10
594	28843	High Warlord's Linked Helm	1
594	28845	High Warlord's Linked Spaulders	3
594	28841	High Warlord's Linked Armor	5
594	28844	High Warlord's Linked Leggings	7
594	28842	High Warlord's Linked Gauntlets	10
595	28615	Grand Marshal's Chain Helm	1
595	28617	Grand Marshal's Chain Spaulders	3
595	28613	Grand Marshal's Chain Armor	5
595	28616	Grand Marshal's Chain Leggings	7
595	28614	Grand Marshal's Chain Gauntlets	10
596	28807	High Warlord's Chain Helm	1
596	28809	High Warlord's Chain Spaulders	3
596	28805	High Warlord's Chain Armor	5
596	28808	High Warlord's Chain Leggings	7
596	28806	High Warlord's Chain Gauntlets	10
597	28705	Grand Marshal's Satin Hood	1
597	28707	Grand Marshal's Satin Mantle	3
597	28706	Grand Marshal's Satin Leggings	7
597	28704	Grand Marshal's Satin Gloves	10
597	28708	Grand Marshal's Satin Robe	20
598	28857	High Warlord's Satin Hood	1
598	28859	High Warlord's Satin Mantle	3
598	28858	High Warlord's Satin Leggings	7
598	28856	High Warlord's Satin Gloves	10
598	28860	High Warlord's Satin Robe	20
599	28715	Grand Marshal's Silk Cowl	1
599	28714	Grand Marshal's Silk Amice	3
599	28718	Grand Marshal's Silk Trousers	7
599	28716	Grand Marshal's Silk Handguards	10
599	28717	Grand Marshal's Silk Raiment	20
600	28867	High Warlord's Silk Cowl	1
600	28866	High Warlord's Silk Amice	3
600	28870	High Warlord's Silk Trousers	7
600	28868	High Warlord's Silk Handguards	10
600	28869	High Warlord's Silk Raiment	20
601	28619	Grand Marshal's Dragonhide Helm	1
601	28622	Grand Marshal's Dragonhide Spaulders	3
601	28623	Grand Marshal's Dragonhide Tunic	5
601	28620	Grand Marshal's Dragonhide Legguards	7
601	28618	Grand Marshal's Dragonhide Gloves	10
602	28812	High Warlord's Dragonhide Helm	1
602	28814	High Warlord's Dragonhide Spaulders	3
602	28815	High Warlord's Dragonhide Tunic	5
602	28813	High Warlord's Dragonhide Legguards	7
602	28811	High Warlord's Dragonhide Gloves	10
603	28696	Grand Marshal's Mail Helm	1
603	28698	Grand Marshal's Mail Spaulders	3
603	28694	Grand Marshal's Mail Armor	5
603	28697	Grand Marshal's Mail Leggings	7
603	28695	Grand Marshal's Mail Gauntlets	10
604	28848	High Warlord's Mail Helm	1
604	28850	High Warlord's Mail Spaulders	3
604	28846	High Warlord's Mail Armor	5
604	28849	High Warlord's Mail Leggings	7
604	28847	High Warlord's Mail Gauntlets	10
605	28685	Grand Marshal's Leather Helm	1
605	28687	Grand Marshal's Leather Spaulders	3
605	28688	Grand Marshal's Leather Tunic	5
605	28686	Grand Marshal's Leather Legguards	7
605	28684	Grand Marshal's Leather Gloves	10
606	28837	High Warlord's Leather Helm	1
606	28839	High Warlord's Leather Spaulders	3
606	28840	High Warlord's Leather Tunic	5
606	28838	High Warlord's Leather Legguards	7
606	28836	High Warlord's Leather Gloves	10
607	28711	Grand Marshal's Scaled Helm	1
607	28713	Grand Marshal's Scaled Shoulders	3
607	28709	Grand Marshal's Scaled Chestpiece	5
607	28712	Grand Marshal's Scaled Legguards	7
607	28710	Grand Marshal's Scaled Gauntlets	10
608	28863	High Warlord's Scaled Helm	1
608	28865	High Warlord's Scaled Shoulders	3
608	28861	High Warlord's Scaled Chestpiece	5
608	28864	High Warlord's Scaled Legguards	7
608	28862	High Warlord's Scaled Gauntlets	10
609	28720	Grand Marshal's Wyrmhide Helm	1
609	28722	Grand Marshal's Wyrmhide Spaulders	3
609	28723	Grand Marshal's Wyrmhide Tunic	5
609	28721	Grand Marshal's Wyrmhide Legguards	7
609	28719	Grand Marshal's Wyrmhide Gloves	10
610	28872	High Warlord's Wyrmhide Helm	1
610	28874	High Warlord's Wyrmhide Spaulders	3
610	28875	High Warlord's Wyrmhide Tunic	5
610	28873	High Warlord's Wyrmhide Legguards	7
610	28871	High Warlord's Wyrmhide Gloves	10
611	25657	Felscale Breastplate	5
611	25656	Felscale Pants	7
611	25655	Felscale Boots	8
611	25654	Felscale Gloves	10
612	25660	Scaled Draenic Vest	5
612	25662	Scaled Draenic Pants	7
612	25659	Scaled Draenic Boots	8
612	25661	Scaled Draenic Gloves	10
613	25671	Thick Draenic Vest	5
613	25670	Thick Draenic Pants	7
613	25668	Thick Draenic Boots	8
613	25669	Thick Draenic Gloves	10
614	25676	Wild Draenish Vest	5
614	25675	Wild Draenish Leggings	7
614	25673	Wild Draenish Boots	8
614	25674	Wild Draenish Gloves	10
615	30187	Gladiator's Felweave Cowl	1
615	31980	Merciless Gladiator's Felweave Cowl	1
615	33683	Vengeful Gladiator's Felweave Cowl	1
615	35010	Brutal Gladiator's Felweave Cowl	1
615	42719	Gladiator's Felweave Cowl	1
615	30186	Gladiator's Felweave Amice	3
615	31979	Merciless Gladiator's Felweave Amice	3
615	33682	Vengeful Gladiator's Felweave Amice	3
615	35009	Brutal Gladiator's Felweave Amice	3
615	42718	Gladiator's Felweave Amice	3
615	30201	Gladiator's Felweave Trousers	7
615	31983	Merciless Gladiator's Felweave Trousers	7
615	33686	Vengeful Gladiator's Felweave Trousers	7
615	35013	Brutal Gladiator's Felweave Trousers	7
615	42722	Gladiator's Felweave Trousers	7
615	30188	Gladiator's Felweave Handguards	10
615	31981	Merciless Gladiator's Felweave Handguards	10
615	33684	Vengeful Gladiator's Felweave Handguards	10
615	35011	Brutal Gladiator's Felweave Handguards	10
615	42720	Gladiator's Felweave Handguards	10
615	30200	Gladiator's Felweave Raiment	20
615	31982	Merciless Gladiator's Felweave Raiment	20
615	33685	Vengeful Gladiator's Felweave Raiment	20
615	35012	Brutal Gladiator's Felweave Raiment	20
615	42721	Gladiator's Felweave Raiment	20
616	29515	Ebon Netherscale Breastplate	5
616	29516	Ebon Netherscale Belt	6
616	29517	Ebon Netherscale Bracers	9
617	29519	Netherstrike Breastplate	5
617	29520	Netherstrike Belt	6
617	29521	Netherstrike Bracers	9
618	29522	Windhawk Hauberk	5
618	29524	Windhawk Belt	6
618	29523	Windhawk Bracers	9
619	29525	Primalstrike Vest	5
619	29526	Primalstrike Belt	6
619	29527	Primalstrike Bracers	9
620	28414	Helm of Assassination	1
620	27776	Shoulderpads of Assassination	3
620	28204	Tunic of Assassination	5
620	27908	Leggings of Assassination	7
620	27509	Handgrips of Assassination	10
621	29044	Netherblade Facemask	1
621	29047	Netherblade Shoulderpads	3
621	29045	Netherblade Chestpiece	5
621	29046	Netherblade Breeches	7
621	29048	Netherblade Gloves	10
622	30146	Deathmantle Helm	1
622	30149	Deathmantle Shoulderpads	3
622	30144	Deathmantle Chestguard	5
622	30148	Deathmantle Legguards	7
622	30145	Deathmantle Handguards	10
623	28285	Helm of the Righteous	1
623	27739	Spaulders of the Righteous	3
623	28203	Breastplate of the Righteous	5
623	27839	Legplates of the Righteous	7
623	27535	Gauntlets of the Righteous	10
624	29061	Justicar Diadem	1
624	29064	Justicar Pauldrons	3
624	29062	Justicar Chestpiece	5
624	29063	Justicar Leggings	7
624	29065	Justicar Gloves	10
625	29068	Justicar Faceguard	1
625	29070	Justicar Shoulderguards	3
625	29066	Justicar Chestguard	5
625	29069	Justicar Legguards	7
625	29067	Justicar Handguards	10
626	29073	Justicar Crown	1
626	29075	Justicar Shoulderplates	3
626	29071	Justicar Breastplate	5
626	29074	Justicar Greaves	7
626	29072	Justicar Gauntlets	10
627	30136	Crystalforge Greathelm	1
627	30138	Crystalforge Pauldrons	3
627	30134	Crystalforge Chestpiece	5
627	30137	Crystalforge Leggings	7
627	30135	Crystalforge Gloves	10
628	30125	Crystalforge Faceguard	1
628	30127	Crystalforge Shoulderguards	3
628	30123	Crystalforge Chestguard	5
628	30126	Crystalforge Legguards	7
628	30124	Crystalforge Handguards	10
629	30131	Crystalforge War-Helm	1
629	30133	Crystalforge Shoulderbraces	3
629	30129	Crystalforge Breastplate	5
629	30132	Crystalforge Greaves	7
629	30130	Crystalforge Gauntlets	10
630	28349	Tidefury Helm	1
630	27802	Tidefury Shoulderguards	3
630	28231	Tidefury Chestpiece	5
630	27909	Tidefury Kilt	7
630	27510	Tidefury Gauntlets	10
631	29028	Cyclone Headdress	1
631	29031	Cyclone Shoulderpads	3
631	29029	Cyclone Hauberk	5
631	29030	Cyclone Kilt	7
631	29032	Cyclone Gloves	10
632	29035	Cyclone Faceguard	1
632	29037	Cyclone Shoulderguards	3
632	29033	Cyclone Chestguard	5
632	29036	Cyclone Legguards	7
632	29034	Cyclone Handguards	10
633	29040	Cyclone Helm	1
633	29043	Cyclone Shoulderplates	3
633	29038	Cyclone Breastplate	5
633	29042	Cyclone War-Kilt	7
633	29039	Cyclone Gauntlets	10
634	30166	Cataclysm Headguard	1
634	30168	Cataclysm Shoulderguards	3
634	30164	Cataclysm Chestguard	5
634	30167	Cataclysm Legguards	7
634	30165	Cataclysm Gloves	10
635	30171	Cataclysm Headpiece	1
635	30173	Cataclysm Shoulderpads	3
635	30169	Cataclysm Chestpiece	5
635	30172	Cataclysm Leggings	7
635	30170	Cataclysm Handgrips	10
636	30190	Cataclysm Helm	1
636	30194	Cataclysm Shoulderplates	3
636	30185	Cataclysm Chestplate	5
636	30192	Cataclysm Legplates	7
636	30189	Cataclysm Gauntlets	10
637	28348	Moonglade Cowl	1
637	27737	Moonglade Shoulders	3
637	27873	Moonglade Pants	7
637	27468	Moonglade Handwraps	10
637	28202	Moonglade Robe	20
638	29086	Crown of Malorne	1
638	29089	Shoulderguards of Malorne	3
638	29087	Chestguard of Malorne	5
638	29088	Legguards of Malorne	7
638	29090	Handguards of Malorne	10
639	29093	Antlers of Malorne	1
639	29095	Pauldrons of Malorne	3
639	29091	Chestpiece of Malorne	5
639	29094	Britches of Malorne	7
639	29092	Gloves of Malorne	10
640	29098	Stag-Helm of Malorne	1
640	29100	Mantle of Malorne	3
640	29096	Breastplate of Malorne	5
640	29099	Greaves of Malorne	7
640	29097	Gauntlets of Malorne	10
641	30228	Nordrassil Headdress	1
641	30230	Nordrassil Feral-Mantle	3
641	30222	Nordrassil Chestplate	5
641	30229	Nordrassil Feral-Kilt	7
641	30223	Nordrassil Handgrips	10
642	30219	Nordrassil Headguard	1
642	30221	Nordrassil Life-Mantle	3
642	30216	Nordrassil Chestguard	5
642	30220	Nordrassil Life-Kilt	7
642	30217	Nordrassil Gloves	10
643	30233	Nordrassil Headpiece	1
643	30235	Nordrassil Wrath-Mantle	3
643	30231	Nordrassil Chestpiece	5
643	30234	Nordrassil Wrath-Kilt	7
643	30232	Nordrassil Gauntlets	10
644	28415	Hood of Oblivion	1
644	27778	Spaulders of Oblivion	3
644	27948	Trousers of Oblivion	7
644	27537	Gloves of Oblivion	10
644	28232	Robe of Oblivion	20
645	28963	Voidheart Crown	1
645	28967	Voidheart Mantle	3
645	28966	Voidheart Leggings	7
645	28968	Voidheart Gloves	10
645	28964	Voidheart Robe	20
646	30212	Hood of the Corruptor	1
646	30215	Mantle of the Corruptor	3
646	30213	Leggings of the Corruptor	7
646	30211	Gloves of the Corruptor	10
646	30214	Robe of the Corruptor	20
647	28278	Incanter's Cowl	1
647	27738	Incanter's Pauldrons	3
647	27838	Incanter's Trousers	7
647	27508	Incanter's Gloves	10
647	28229	Incanter's Robe	20
648	29076	Collar of the Aldor	1
648	29079	Pauldrons of the Aldor	3
648	29078	Legwraps of the Aldor	7
648	29080	Gloves of the Aldor	10
648	29077	Vestments of the Aldor	20
649	30206	Cowl of Tirisfal	1
649	30210	Mantle of Tirisfal	3
649	30207	Leggings of Tirisfal	7
649	30205	Gloves of Tirisfal	10
649	30196	Robes of Tirisfal	20
650	28275	Beast Lord Helm	1
650	27801	Beast Lord Mantle	3
650	28228	Beast Lord Cuirass	5
650	27874	Beast Lord Leggings	7
650	27474	Beast Lord Handguards	10
651	29081	Demon Stalker Greathelm	1
651	29084	Demon Stalker Shoulderguards	3
651	29082	Demon Stalker Harness	5
651	29083	Demon Stalker Greaves	7
651	29085	Demon Stalker Gauntlets	10
652	30141	Rift Stalker Helm	1
652	30143	Rift Stalker Mantle	3
652	30139	Rift Stalker Hauberk	5
652	30142	Rift Stalker Leggings	7
652	30140	Rift Stalker Gauntlets	10
653	28350	Warhelm of the Bold	1
653	27803	Shoulderguards of the Bold	3
653	28205	Breastplate of the Bold	5
653	27977	Legplates of the Bold	7
653	27475	Gauntlets of the Bold	10
654	29011	Warbringer Greathelm	1
654	29016	Warbringer Shoulderguards	3
654	29012	Warbringer Chestguard	5
654	29015	Warbringer Legguards	7
654	29017	Warbringer Handguards	10
655	29021	Warbringer Battle-Helm	1
655	29023	Warbringer Shoulderplates	3
655	29019	Warbringer Breastplate	5
655	29022	Warbringer Greaves	7
655	29020	Warbringer Gauntlets	10
656	30115	Destroyer Greathelm	1
656	30117	Destroyer Shoulderguards	3
656	30113	Destroyer Chestguard	5
656	30116	Destroyer Legguards	7
656	30114	Destroyer Handguards	10
657	30120	Destroyer Battle-Helm	1
657	30122	Destroyer Shoulderblades	3
657	30118	Destroyer Breastplate	5
657	30121	Destroyer Greaves	7
657	30119	Destroyer Gauntlets	10
658	28193	Mana-Etched Crown	1
658	27796	Mana-Etched Spaulders	3
658	27907	Mana-Etched Pantaloons	7
658	27465	Mana-Etched Gloves	10
658	28191	Mana-Etched Vestments	20
659	28224	Wastewalker Helm	1
659	27797	Wastewalker Shoulderpads	3
659	28264	Wastewalker Tunic	5
659	27837	Wastewalker Leggings	7
659	27531	Wastewalker Gloves	10
660	28192	Helm of Desolation	1
660	27713	Pauldrons of Desolation	3
660	28401	Hauberk of Desolation	5
660	27936	Greaves of Desolation	7
660	27528	Gauntlets of Desolation	10
661	28225	Doomplate Warhelm	1
661	27771	Doomplate Shoulderguards	3
661	28403	Doomplate Chestguard	5
661	27870	Doomplate Legguards	7
661	27497	Doomplate Gauntlets	10
662	28413	Hallowed Crown	1
662	27775	Hallowed Pauldrons	3
662	27875	Hallowed Trousers	7
662	27536	Hallowed Handwraps	10
662	28230	Hallowed Garments	20
663	29049	Light-Collar of the Incarnate	1
663	29054	Light-Mantle of the Incarnate	3
663	29053	Trousers of the Incarnate	7
663	29055	Handwraps of the Incarnate	10
663	29050	Robes of the Incarnate	20
664	29058	Soul-Collar of the Incarnate	1
664	29060	Soul-Mantle of the Incarnate	3
664	29059	Leggings of the Incarnate	7
664	29057	Gloves of the Incarnate	10
664	29056	Shroud of the Incarnate	20
665	30152	Cowl of the Avatar	1
665	30154	Mantle of the Avatar	3
665	30153	Breeches of the Avatar	7
665	30151	Gloves of the Avatar	10
665	30150	Vestments of the Avatar	20
666	30161	Hood of the Avatar	1
666	30163	Wings of the Avatar	3
666	30162	Leggings of the Avatar	7
666	30160	Handguards of the Avatar	10
666	30159	Shroud of the Avatar	20
667	31338	Charlotte's Ivy	2
667	31339	Lola's Eve	11
668	31027	Slayer's Helm	1
668	31030	Slayer's Shoulderpads	3
668	31028	Slayer's Chestguard	5
668	34558	Slayer's Belt	6
668	31029	Slayer's Legguards	7
668	34575	Slayer's Boots	8
668	34448	Slayer's Bracers	9
668	31026	Slayer's Handguards	10
669	31003	Gronnstalker's Helmet	1
669	31006	Gronnstalker's Spaulders	3
669	31004	Gronnstalker's Chestguard	5
669	34549	Gronnstalker's Belt	6
669	31005	Gronnstalker's Leggings	7
669	34570	Gronnstalker's Boots	8
669	34443	Gronnstalker's Bracers	9
669	31001	Gronnstalker's Gloves	10
670	31051	Hood of the Malefic	1
670	31054	Mantle of the Malefic	3
670	34541	Belt of the Malefic	6
670	31053	Leggings of the Malefic	7
670	34564	Boots of the Malefic	8
670	34436	Bracers of the Malefic	9
670	31050	Gloves of the Malefic	10
670	31052	Robe of the Malefic	20
671	31056	Cowl of the Tempest	1
671	31059	Mantle of the Tempest	3
671	34557	Belt of the Tempest	6
671	31058	Leggings of the Tempest	7
671	34574	Boots of the Tempest	8
671	34447	Bracers of the Tempest	9
671	31055	Gloves of the Tempest	10
671	31057	Robes of the Tempest	20
672	30972	Onslaught Battle-Helm	1
672	30979	Onslaught Shoulderblades	3
672	30975	Onslaught Breastplate	5
672	34546	Onslaught Belt	6
672	30977	Onslaught Greaves	7
672	34569	Onslaught Treads	8
672	34441	Onslaught Bracers	9
672	30969	Onslaught Gauntlets	10
673	30974	Onslaught Greathelm	1
673	30980	Onslaught Shoulderguards	3
673	30976	Onslaught Chestguard	5
673	34547	Onslaught Waistguard	6
673	30978	Onslaught Legguards	7
673	34568	Onslaught Boots	8
673	34442	Onslaught Wristguards	9
673	30970	Onslaught Handguards	10
674	31064	Hood of Absolution	1
674	31070	Shoulderpads of Absolution	3
674	34528	Cord of Absolution	6
674	31067	Leggings of Absolution	7
674	34563	Treads of Absolution	8
674	34434	Bracers of Absolution	9
674	31061	Handguards of Absolution	10
674	31065	Shroud of Absolution	20
675	31063	Cowl of Absolution	1
675	31069	Mantle of Absolution	3
675	34527	Belt of Absolution	6
675	31068	Breeches of Absolution	7
675	34562	Boots of Absolution	8
675	34435	Cuffs of Absolution	9
675	31060	Gloves of Absolution	10
675	31066	Vestments of Absolution	20
676	31039	Thunderheart Cover	1
676	31048	Thunderheart Pauldrons	3
676	34556	Thunderheart Waistguard	6
676	31044	Thunderheart Leggings	7
676	34573	Thunderheart Treads	8
676	34444	Thunderheart Wristguards	9
676	31034	Thunderheart Gauntlets	10
676	31042	Thunderheart Chestguard	20
677	31040	Thunderheart Headguard	1
677	31049	Thunderheart Shoulderpads	3
677	34555	Thunderheart Cord	6
677	31046	Thunderheart Pants	7
677	34572	Thunderheart Footwraps	8
677	34446	Thunderheart Bands	9
677	31035	Thunderheart Handguards	10
677	31043	Thunderheart Vest	20
678	31037	Thunderheart Helmet	1
678	31047	Thunderheart Spaulders	3
678	34554	Thunderheart Belt	6
678	31045	Thunderheart Legguards	7
678	34571	Thunderheart Boots	8
678	34445	Thunderheart Bracers	9
678	31032	Thunderheart Gloves	10
678	31041	Thunderheart Tunic	20
679	30987	Lightbringer Faceguard	1
679	30998	Lightbringer Shoulderguards	3
679	30991	Lightbringer Chestguard	5
679	34488	Lightbringer Waistguard	6
679	30995	Lightbringer Legguards	7
679	34560	Lightbringer Stompers	8
679	34433	Lightbringer Wristguards	9
679	30985	Lightbringer Handguards	10
680	30989	Lightbringer War-Helm	1
680	30997	Lightbringer Shoulderbraces	3
680	30990	Lightbringer Breastplate	5
680	34485	Lightbringer Girdle	6
680	30993	Lightbringer Greaves	7
680	34561	Lightbringer Boots	8
680	34431	Lightbringer Bands	9
680	30982	Lightbringer Gauntlets	10
681	30988	Lightbringer Greathelm	1
681	30996	Lightbringer Pauldrons	3
681	30992	Lightbringer Chestpiece	5
681	34487	Lightbringer Belt	6
681	30994	Lightbringer Leggings	7
681	34559	Lightbringer Treads	8
681	34432	Lightbringer Bracers	9
681	30983	Lightbringer Gloves	10
682	31015	Skyshatter Cover	1
682	31024	Skyshatter Pauldrons	3
682	34545	Skyshatter Girdle	6
682	31021	Skyshatter Pants	7
682	34567	Skyshatter Greaves	8
682	34439	Skyshatter Wristguards	9
682	31011	Skyshatter Grips	10
682	31018	Skyshatter Tunic	20
683	31012	Skyshatter Helmet	1
683	31022	Skyshatter Shoulderpads	3
683	34543	Skyshatter Belt	6
683	31019	Skyshatter Leggings	7
683	34565	Skyshatter Boots	8
683	34438	Skyshatter Bracers	9
683	31007	Skyshatter Gloves	10
683	31016	Skyshatter Chestguard	20
684	31014	Skyshatter Headguard	1
684	31023	Skyshatter Mantle	3
684	34542	Skyshatter Cord	6
684	31020	Skyshatter Legguards	7
684	34566	Skyshatter Treads	8
684	34437	Skyshatter Bands	9
684	31008	Skyshatter Gauntlets	10
684	31017	Skyshatter Breastplate	20
685	31376	Gladiator's Kodohide Helm	1
685	31988	Merciless Gladiator's Kodohide Helm	1
685	33691	Vengeful Gladiator's Kodohide Helm	1
685	35023	Brutal Gladiator's Kodohide Helm	1
685	42681	Gladiator's Kodohide Helm	1
685	31378	Gladiator's Kodohide Spaulders	3
685	31990	Merciless Gladiator's Kodohide Spaulders	3
685	33693	Vengeful Gladiator's Kodohide Spaulders	3
685	35025	Brutal Gladiator's Kodohide Spaulders	3
685	42683	Gladiator's Kodohide Spaulders	3
685	31379	Gladiator's Kodohide Tunic	5
685	31991	Merciless Gladiator's Kodohide Tunic	5
685	33694	Vengeful Gladiator's Kodohide Tunic	5
685	35026	Brutal Gladiator's Kodohide Tunic	5
685	42684	Gladiator's Kodohide Tunic	5
685	31377	Gladiator's Kodohide Legguards	7
685	31989	Merciless Gladiator's Kodohide Legguards	7
685	33692	Vengeful Gladiator's Kodohide Legguards	7
685	35024	Brutal Gladiator's Kodohide Legguards	7
685	42682	Gladiator's Kodohide Legguards	7
685	31375	Gladiator's Kodohide Gloves	10
685	31987	Merciless Gladiator's Kodohide Gloves	10
685	33690	Vengeful Gladiator's Kodohide Gloves	10
685	35022	Brutal Gladiator's Kodohide Gloves	10
685	42680	Gladiator's Kodohide Gloves	10
686	31400	Gladiator's Ringmail Helm	1
686	32031	Merciless Gladiator's Ringmail Helm	1
